oldURI	newURI
vanguardngr_columns_2015-pdp-rejoicing-wrong-time.html	92
vanguardngr_columns_2015-polls-the-dramatic-end-of-the-race-2.html	93
vanguardngr_columns_2015-polls-the-dramatic-end-of-the-race.html	94
vanguardngr_columns_2015-presidential-debates.html	95
vanguardngr_columns_2015-presidential-election-will-televised.html	96
vanguardngr_columns_2015-shall-ever-get.html	97
vanguardngr_columns_2015-who-says-nigeria-cannot-break.html	98
vanguardngr_columns_2015-year-politics-us.html	99
vanguardngr_columns_2016-budget-bani-changi.html	100
vanguardngr_columns_2016-diary-columnist.html	101
vanguardngr_columns_2016-diary-of-a-columnist-2.html	102
vanguardngr_columns_2016-olympics-team-nigeria-failure-foretold.html	103
vanguardngr_columns_2016-year-of-inconclusiveness.html	104
vanguardngr_columns_2017-budget-also-another-sandcastle-henry-boyo.html	105
vanguardngr_columns_2017-budget-also-another-sandcastle.html	106
vanguardngr_columns_2017-diary-columnist-1.html	107
vanguardngr_columns_2017-diary-columnist-2.html	108
vanguardngr_columns_2017-diary-columnist-3.html	109
vanguardngr_columns_2017-federal-nonchalance.html	110
vanguardngr_columns_2017-gdp-growth-rate-0-8-induce-optimism.html	111
vanguardngr_columns_2017-well-done-good-bye.html	112
vanguardngr_columns_2018-budget-another-watery-soup-sick-giant.html	113
vanguardngr_columns_2018-budget-inherent-mischief-and-financial-recklessness.html	114
vanguardngr_columns_2018-budget-template-slow-death-henry-boyo.html	115
vanguardngr_columns_2018-budget-template-slow-death.html	116
vanguardngr_columns_2018-comes-let-us-thank-god-survived.html	117
vanguardngr_columns_2018-the-year-politicians-killed-nigerian-democracy.html	118
vanguardngr_columns_2019-already-in-play-in-apc.html	119
vanguardngr_columns_2019-buhari-play-last-card.html	120
vanguardngr_columns_2019-call-coalition.html	121
vanguardngr_columns_2019-election-the-most-pressing-issue.html	122
vanguardngr_columns_2019-elections-and-question-of-national-unity-constitution-and-credible-candidates-7.html	123
vanguardngr_columns_2019-elections-dangers-ahead.html	124
vanguardngr_columns_2019-elections-the-race-the-alighnments.html	125
vanguardngr_columns_2019-elections-the-race-the-alignments-2.html	126
vanguardngr_columns_2019-general-elections-and-the-question-of-national-unity-addressing-economic-devt-unemployment-and-poverty3.html	127
vanguardngr_columns_2019-general-elections-and-the-question-of-national-unity-the-constitution-and-credible-candidates-4.html	128
vanguardngr_columns_2019-general-elections-and-the-question-of-national-unity-the-constitution-and-credible-candidates-5.html	129
vanguardngr_columns_2019-general-elections-and-the-question-of-national-unity-the-role-of-education-2.html	130
vanguardngr_columns_2019-general-elections-and-the-question-of-national-unity.html	131
vanguardngr_columns_2019-intrigues-and-cynicism-nigerians-beware.html	132
vanguardngr_columns_2019-lets-intensify-search-visionary-leaders.html	133
vanguardngr_columns_2019-nigerias-year-zayed.html	134
vanguardngr_columns_2019-pdp-must-born.html	135
vanguardngr_columns_2019-re-election-bait-related-issues.html	136
vanguardngr_columns_2019-time-take-back-country.html	137
vanguardngr_columns_2019-why-opposition-is-silenced-and-clueless.html	138
vanguardngr_columns_2019-will-invest-honest-conversations-masses.html	139
vanguardngr_columns_2019-will-votes-count.html	140
vanguardngr_columns_20bn-idle-deposits-burden-or-opportunity.html	141
vanguardngr_columns_21-gun-salute-policemans-funeral-leaves-man-paralysed.html	142
vanguardngr_columns_24-hours-lasuth-accident-emergency.html	143
vanguardngr_columns_26389.html	144
vanguardngr_columns_27-nauth-staff-win-merit-award.html	145
vanguardngr_columns_27-yr-old-sentenced-death-killing-human-rights-lawyer.html	146
vanguardngr_columns_28-internet-acronyms-every-parent-know.html	147
vanguardngr_columns_30-minutes-with-the-minister-shola-ameobi-welcome-2013.html	148
vanguardngr_columns_300-dollars-to-beat-eagles-oduduru-cosafa-probes-and-other-stories.html	149
vanguardngr_columns_3000-uk-visa-bond-is-government-huffing-and-puffing.html	150
vanguardngr_columns_30b-loan-its-equity-or-no-deal.html	151
vanguardngr_columns_378130.html	152
vanguardngr_columns_4-gynecology-questions-girls-embarrassed-ask.html	153
vanguardngr_columns_419-positions-in-government.html	154
vanguardngr_columns_42-firms-contest-rehabilitation-itd-centers.html	155
vanguardngr_columns_441479.html	156
vanguardngr_columns_450142.html	157
vanguardngr_columns_496m-tucano-jets-matters-arising.html	158
vanguardngr_columns_5-tips-ensure-makeup-lasts-24-hours.html	159
vanguardngr_columns_50-anambra-disabled-persons-receive-training-from-ngo-obianos-wife.html	160
vanguardngr_columns_50-can-begin-anew.html	161
vanguardngr_columns_50-minutes-to-japan-girls-on-strike-and-the-p-square-fever.html	162
vanguardngr_columns_50-pension-rescue.html	163
vanguardngr_columns_50-years-after-corporal-nwafor.html	164
vanguardngr_columns_5000-naira-reprieve-from-the-pangs.html	165
vanguardngr_columns_500m-eurobond-for-whose-benefit.html	166
vanguardngr_columns_500m-eurobond-whose-benefit.html	167
vanguardngr_columns_57-years-independence.html	168
vanguardngr_columns_60-hearty-cheers-bashiru-adekunle-okesina.html	169
vanguardngr_columns_60-years-of-chinese-revolution-why-it-was-possible.html	170
vanguardngr_columns_603242.html	171
vanguardngr_columns_604216.html	172
vanguardngr_columns_606518.html	173
vanguardngr_columns_610250.html	174
vanguardngr_columns_611491.html	175
vanguardngr_columns_612603.html	176
vanguardngr_columns_613819.html	177
vanguardngr_columns_614997.html	178
vanguardngr_columns_626393.html	179
vanguardngr_columns_626774.html	180
vanguardngr_columns_634855.html	181
vanguardngr_columns_644320.html	182
vanguardngr_columns_647367.html	183
vanguardngr_columns_65-more-refineries-hurray-but.html	184
vanguardngr_columns_657897.html	185
vanguardngr_columns_665251.html	186
vanguardngr_columns_680817.html	187
vanguardngr_columns_681832.html	188
vanguardngr_columns_73400.html	189
vanguardngr_columns_75-days-after-is-it-really-about-yar%e2%80%99adua.html	190
vanguardngr_columns_78949.html	191
vanguardngr_columns_7bn-cbn-loan-14-banks.html	192
vanguardngr_columns_7bn-cbn-placed-14-banks.html	193
vanguardngr_columns_80-garlands-for-uncle-sam-amuka.html	194
vanguardngr_columns_80-gen-danjuma-still-commands-respect.html	195
vanguardngr_columns_911-boko-haram-and-goodluck-jonathan.html	196
vanguardngr_columns_953387.html	197
vanguardngr_columns_960640.html	198
vanguardngr_columns_965881.html	199
vanguardngr_columns_968393.html	200
vanguardngr_columns_972204.html	201
vanguardngr_columns_975-a-formula-for-national-upheaval.html	202
vanguardngr_columns_975621.html	203
vanguardngr_columns_976125.html	204
vanguardngr_columns_980456.html	205
vanguardngr_columns_983623.html	206
vanguardngr_columns_993605.html	207
vanguardngr_columns_a-basket-full-of-crabs.html	208
vanguardngr_columns_a-bayo-ohu-milestone.html	209
vanguardngr_columns_a-beautiful-man-the-great-effort-persists-nothing-is-settled.html	210
vanguardngr_columns_a-better-life-for-the-aged.html	211
vanguardngr_columns_a-blatant-contempt-for-the-truth.html	212
vanguardngr_columns_a-bloody-eid-gift.html	213
vanguardngr_columns_a-boarders-life-2.html	214
vanguardngr_columns_a-boarders-life.html	215
vanguardngr_columns_a-botched-rescue-mission.html	216
vanguardngr_columns_a-bouquet-for-osinbajo.html	217
vanguardngr_columns_a-brief-note-on-the-condition-of-rural-areas-in-nigeria.html	218
vanguardngr_columns_a-call-for-truce-or-keshis-resignation.html	219
vanguardngr_columns_a-call-from-argentina.html	220
vanguardngr_columns_a-call-from-mitchell-obi.html	221
vanguardngr_columns_a-call-to-common-sense.html	222
vanguardngr_columns_a-case-for-punishing-corruption-as-armed-robbery.html	223
vanguardngr_columns_a-case-for-the-youth.html	224
vanguardngr_columns_a-case-of-the-farmer-and-roadside-thief.html	225
vanguardngr_columns_a-cause-worth-fight-for-2.html	226
vanguardngr_columns_a-cause-worth-fighting-for.html	227
vanguardngr_columns_a-challenge-a-miracle.html	228
vanguardngr_columns_a-chat-about-and-with-gernot.html	229
vanguardngr_columns_a-city-without-police.html	230
vanguardngr_columns_a-clean-slate.html	231
vanguardngr_columns_a-common-criminal-judge.html	232
vanguardngr_columns_a-country-of-committees.html	233
vanguardngr_columns_a-country-that-dares-not-look-itself-in-the-mirror.html	234
vanguardngr_columns_a-country-without-heroes.html	235
vanguardngr_columns_a-country-without-laws.html	236
vanguardngr_columns_a-critical-phenomenology-of-christmas-1.html	237
vanguardngr_columns_a-critical-phenomenology-of-christmas-2.html	238
vanguardngr_columns_a-critical-phenomenology-of-christmas-3.html	239
vanguardngr_columns_a-crude-game-of-power.html	240
vanguardngr_columns_a-culture-of-competitive-corruption.html	241
vanguardngr_columns_a-culture-of-making-do-the-saints-amongst-the-sinners.html	242
vanguardngr_columns_a-curious-escape.html	243
vanguardngr_columns_a-cynics-guide-to-constitutional-amendments.html	244
vanguardngr_columns_a-daniel-has-come-to-judgement.html	245
vanguardngr_columns_a-debate-and-two-deaths.html	246
vanguardngr_columns_a-decade-after-2.html	247
vanguardngr_columns_a-decade-after.html	248
vanguardngr_columns_a-devoted-sons-tribute-to-his-beloved-mum.html	249
vanguardngr_columns_a-domestic-appendage.html	250
vanguardngr_columns_a-fair-trade.html	251
vanguardngr_columns_a-farewell-to-arms.html	252
vanguardngr_columns_a-female-christ-and-other-miracles-of-demoncracy-in-nigeria.html	253
vanguardngr_columns_a-first-year-of-pains.html	254
vanguardngr_columns_a-fool-and-his-money.html	255
vanguardngr_columns_a-frivolous-observation.html	256
vanguardngr_columns_a-funny-tale-of-a-funny-country-with-its-funny-people.html	257
vanguardngr_columns_a-gale-of-good-news.html	258
vanguardngr_columns_a-gentle-gentleman.html	259
vanguardngr_columns_a-girl-for-milwan.html	260
vanguardngr_columns_a-gloomy-end-to-a-bad-year.html	261
vanguardngr_columns_a-good-ending.html	262
vanguardngr_columns_a-government-and-its-strange-ways.html	263
vanguardngr_columns_a-governor-clapping-with-one-hand.html	264
vanguardngr_columns_a-govt-at-war-with-self.html	265
vanguardngr_columns_a-gradual-transformation-to-a-failed-state.html	266
vanguardngr_columns_a-great-day-for-adetona.html	267
vanguardngr_columns_a-great-idea.html	268
vanguardngr_columns_a-hasty-farewell.html	269
vanguardngr_columns_a-headless-body.html	270
vanguardngr_columns_a-homeless-generation.html	271
vanguardngr_columns_a-horribly-scarred-heart.html	272
vanguardngr_columns_a-house-built-with-spittle-apc-r-apc.html	273
vanguardngr_columns_a-house-for-the-sultan.html	274
vanguardngr_columns_a-house-of-cads.html	275
vanguardngr_columns_a-hungry-man-can-be-an-angry-man.html	276
vanguardngr_columns_a-ibom-ex-militants-allege-marginalization.html	277
vanguardngr_columns_a-jubilee-without-jubilants.html	278
vanguardngr_columns_a-jury-of-peers-1.html	279
vanguardngr_columns_a-jury-of-peers-2.html	280
vanguardngr_columns_a-law-should-be-made.html	281
vanguardngr_columns_a-legacy-of-incompetence-and-corruption.html	282
vanguardngr_columns_a-legislative-agenda-for-new-parliament.html	283
vanguardngr_columns_a-lesson-in-democracy-for-buharimaniacs.html	284
vanguardngr_columns_a-lesson-learnt.html	285
vanguardngr_columns_a-letter-to-goodluck-jonathan.html	286
vanguardngr_columns_a-letter-to-my-egbon-dr-bekololari-ransome-kuti-1.html	287
vanguardngr_columns_a-letter-to-my-egbon-dr-bekololari-ransome-kuti-2.html	288
vanguardngr_columns_a-letter-to-yushau-shuaib.html	289
vanguardngr_columns_a-life-changing-drama.html	290
vanguardngr_columns_a-little-mirror-to-the-nigerian-police.html	291
vanguardngr_columns_a-little-respect.html	292
vanguardngr_columns_a-living-wage-corruption-and-crime-rate.html	293
vanguardngr_columns_a-man-his-mission-a-nation-of-headlines-a-slap-in-the-face-ogufere-my-friend.html	294
vanguardngr_columns_a-man-more-sinned-against-than-sinning.html	295
vanguardngr_columns_a-mansion-to-match-the-personality-of-our-homeless-vice-president.html	296
vanguardngr_columns_a-march-to-remember.html	297
vanguardngr_columns_a-matter-for-the-police.html	298
vanguardngr_columns_a-matter-of-honour-2.html	299
vanguardngr_columns_a-matter-of-honour.html	300
vanguardngr_columns_a-matter-of-trust.html	301
vanguardngr_columns_a-merry-or-marred-xmas.html	302
vanguardngr_columns_a-million-naira-for-festival-gold.html	303
vanguardngr_columns_a-misguided-raid.html	304
vanguardngr_columns_a-mixed-british-farewell-for-the-iron-lady.html	305
vanguardngr_columns_a-moment-in-history.html	306
vanguardngr_columns_a-nation-a-people.html	307
vanguardngr_columns_a-nation-and-her-discontents.html	308
vanguardngr_columns_a-nation-in-custody.html	309
vanguardngr_columns_a-nation-in-the-claws-of-over-registration.html	310
vanguardngr_columns_a-nation-of-nay-sayers.html	311
vanguardngr_columns_a-nation-that-constrains-itself.html	312
vanguardngr_columns_a-nation-waiting-for-god-nigerias-many-problems.html	313
vanguardngr_columns_a-nations-collapse-and-revival.html	314
vanguardngr_columns_a-natural-gas-primer.html	315
vanguardngr_columns_a-needless-controversy.html	316
vanguardngr_columns_a-new-approach-to-economic-development.html	317
vanguardngr_columns_a-new-bride.html	318
vanguardngr_columns_a-new-nigeria.html	319
vanguardngr_columns_a-new-year-and-imperatives-of-a-new-strategy.html	320
vanguardngr_columns_a-nightmare-scenario.html	321
vanguardngr_columns_a-note-to-the-president.html	322
vanguardngr_columns_a-november-to-remember.html	323
vanguardngr_columns_a-party-in-irreversible-coma-1.html	324
vanguardngr_columns_a-party-in-turmoil-a-vulnerable-government-and-a-confused-presidency.html	325
vanguardngr_columns_a-paucity-of-good-men-2.html	326
vanguardngr_columns_a-paucity-of-good-men.html	327
vanguardngr_columns_a-peek-into-muhammadu-buharis-mind.html	328
vanguardngr_columns_a-peep-into-osinbajos-presidency.html	329
vanguardngr_columns_a-peep-into-our-future.html	330
vanguardngr_columns_a-peep-into-the-den-of-nigerias-political-defections.html	331
vanguardngr_columns_a-peep-into-yesterday.html	332
vanguardngr_columns_a-people-kidnapped.html	333
vanguardngr_columns_a-perspective-on-obama-and-clinton-african-policy-2.html	334
vanguardngr_columns_a-petroleum-industry-bill-for-diezani.html	335
vanguardngr_columns_a-plea-to-chief-e-k-clark-pdp.html	336
vanguardngr_columns_a-pleasant-surprise.html	337
vanguardngr_columns_a-political-iconoclast-he-was.html	338
vanguardngr_columns_a-prayer-for-dame-patience-jonathan.html	339
vanguardngr_columns_a-prayer-for-nigeria-my-country.html	340
vanguardngr_columns_a-prayer-for-nigeria.html	341
vanguardngr_columns_a-prayer-for-our-league.html	342
vanguardngr_columns_a-precarious-crown.html	343
vanguardngr_columns_a-premeditated-fraud.html	344
vanguardngr_columns_a-presidency-in-murky-waters.html	345
vanguardngr_columns_a-president-and-his-lady-lazarus.html	346
vanguardngr_columns_a-presidential-time-bomb-ticks.html	347
vanguardngr_columns_a-quick-look-at-buharis-us-trip.html	348
vanguardngr_columns_a-radical-shift-of-paradigm.html	349
vanguardngr_columns_a-rare-opportunity.html	350
vanguardngr_columns_a-rare-success.html	351
vanguardngr_columns_a-readers-responds.html	352
vanguardngr_columns_a-readers-response.html	353
vanguardngr_columns_a-reading-with-gabriel-okara.html	354
vanguardngr_columns_a-rebuffed-helping-hand-from-the-diaspora.html	355
vanguardngr_columns_a-red-carpet-farewell.html	356
vanguardngr_columns_a-reign-of-desperation.html	357
vanguardngr_columns_a-retrivable-future.html	358
vanguardngr_columns_a-right-without-a-duty.html	359
vanguardngr_columns_a-right-without-a-duty2.html	360
vanguardngr_columns_a-round-table-parley-with-makoko-residents-would-yield-good-results-barr-phil-nneji.html	361
vanguardngr_columns_a-sad-end-to-a-sad-story.html	362
vanguardngr_columns_a-salad-bowl-of-intellectual-garbage-3.html	363
vanguardngr_columns_a-salad-bowl-of-intellectual-garbage-4-2.html	364
vanguardngr_columns_a-salad-bowl-of-intellectual-garbage-4.html	365
vanguardngr_columns_a-salad-bowl-of-intellectual-garbage-6.html	366
vanguardngr_columns_a-salad-bowl-of-intellectual-garbage-7.html	367
vanguardngr_columns_a-salad-bowl-of-intellectual-garbage.html	368
vanguardngr_columns_a-sea-of-faces.html	369
vanguardngr_columns_a-season-of-gods-visitation.html	370
vanguardngr_columns_a-season-of-resignations.html	371
vanguardngr_columns_a-second-look-at-nasarawas-governor-al-makura.html	372
vanguardngr_columns_a-second-look-on-dimeji-bankole-the-attack-on-louis-edet-house-and-the-nigeria-police.html	373
vanguardngr_columns_a-senator-and-his-bride.html	374
vanguardngr_columns_a-shaky-future.html	375
vanguardngr_columns_a-silver-jubilee-dream-of-delta-state.html	376
vanguardngr_columns_a-slap-on-the-wrist.html	377
vanguardngr_columns_a-soluble-problem.html	378
vanguardngr_columns_a-soulless-and-drowning-nation.html	379
vanguardngr_columns_a-special-farewell.html	380
vanguardngr_columns_a-special-kind-of-stupid.html	381
vanguardngr_columns_a-stain-on-bankole%e2%80%99s-white-kaftan.html	382
vanguardngr_columns_a-state-of-insecurity.html	383
vanguardngr_columns_a-strategic-partnership-revived.html	384
vanguardngr_columns_a-struggle-for-the-soul-of-nigeria.html	385
vanguardngr_columns_a-sure-footed-first-step.html	386
vanguardngr_columns_a-survival-guide-for-politicians-in-the-buhari-era.html	387
vanguardngr_columns_a-swelling-army-of-unpatriotic-youths-a-nation-at-risk.html	388
vanguardngr_columns_a-tactful-masterpiece.html	389
vanguardngr_columns_a-tale-of-two-countries.html	390
vanguardngr_columns_a-tale-of-two-governments.html	391
vanguardngr_columns_a-tale-of-two-kids-okagbare-and-september-16.html	392
vanguardngr_columns_a-tale-of-two-summits.html	393
vanguardngr_columns_a-tale-of-two-sundays.html	394
vanguardngr_columns_a-tale-of-two-tragedies.html	395
vanguardngr_columns_a-terrible-shock.html	396
vanguardngr_columns_a-thin-line.html	397
vanguardngr_columns_a-ticket-that-ended-sour.html	398
vanguardngr_columns_a-time-of-tension.html	399
vanguardngr_columns_a-time-to-die.html	400
vanguardngr_columns_a-time-to-hide.html	401
vanguardngr_columns_a-time-will-come.html	402
vanguardngr_columns_a-totally-unnecessary-drama.html	403
vanguardngr_columns_a-tragic-anniversary.html	404
vanguardngr_columns_a-tragic-loss.html	405
vanguardngr_columns_a-tribute-to-a-journalist.html	406
vanguardngr_columns_a-tribute-to-ukiwe-at-70.html	407
vanguardngr_columns_a-true-patriot-2.html	408
vanguardngr_columns_a-true-patriot.html	409
vanguardngr_columns_a-truly-touching-picture.html	410
vanguardngr_columns_a-turn-around-is-possible.html	411
vanguardngr_columns_a-turn-around.html	412
vanguardngr_columns_a-uruguay-example-the-only-good-addiction-is-love.html	413
vanguardngr_columns_a-view-from-the-igbo-studies-conference-in-washington-dc.html	414
vanguardngr_columns_a-voice-for-the-restitution-of-history.html	415
vanguardngr_columns_a-vote-against-interference.html	416
vanguardngr_columns_a-week-is-a-long-time-in-politics.html	417
vanguardngr_columns_a-week-of-fuel-fury.html	418
vanguardngr_columns_a-whole-new-world-2.html	419
vanguardngr_columns_a-whole-new-world.html	420
vanguardngr_columns_a-winner-and-a-hero.html	421
vanguardngr_columns_a-womans-elegance.html	422
vanguardngr_columns_a-word-for-lagos-and-sports-minister.html	423
vanguardngr_columns_a-world-of-agreements-1.html	424
vanguardngr_columns_a-world-of-agreements-2.html	425
vanguardngr_columns_a-world-without-scruples-2.html	426
vanguardngr_columns_a-world-without-scruples-3.html	427
vanguardngr_columns_a-world-without-scruples.html	428
vanguardngr_columns_a-worrying-silence.html	429
vanguardngr_columns_a-worthy-appointee.html	430
vanguardngr_columns_a-zealous-heart-for-god.html	431
vanguardngr_columns_aba-a-dying-city.html	432
vanguardngr_columns_aba-a-time-to-heal.html	433
vanguardngr_columns_aba-descent-to-beastiality.html	434
vanguardngr_columns_aba-descent-to-beastiality2.html	435
vanguardngr_columns_aba-lawyers-protesters-politicians-or-patriots.html	436
vanguardngr_columns_aba-matters-arising.html	437
vanguardngr_columns_aba-or-the-face-of-degeneracy.html	438
vanguardngr_columns_aba-those-illegal-structures-must-come-down-2.html	439
vanguardngr_columns_aba-those-illegal-structures-must-come-down.html	440
vanguardngr_columns_abacha-loot-unborn-tomorrow-dead-yesterday.html	441
vanguardngr_columns_abacha-never-stole.html	442
vanguardngr_columns_abachas-repatriated-loot-matters-arising.html	443
vanguardngr_columns_abandoned-n11bn-regeneration-plan-why-apapa-gridlock-will-persist.html	444
vanguardngr_columns_abandoned-projects-shame-of-a-nation.html	445
vanguardngr_columns_abba-aji-i-beg-you.html	446
vanguardngr_columns_abba-aji-servant-or-sabo.html	447
vanguardngr_columns_abc-of-restructuring.html	448
vanguardngr_columns_abdelaziz-great-leader-great-nation.html	449
vanguardngr_columns_abdicating-responsibility.html	450
vanguardngr_columns_abduction-igbo-businessmen-tracking-miscreants-ngaji-ssa.html	451
vanguardngr_columns_abdullahiss-inside-story-jonathan.html	452
vanguardngr_columns_abdulrahman-danbazau-and-the-arrogance-of-power.html	453
vanguardngr_columns_abdulrahmans-birthday-presentation.html	454
vanguardngr_columns_abdulrasheed-maina-villain-hero.html	455
vanguardngr_columns_abdusalami-owes-south-east.html	456
vanguardngr_columns_abia%e2%80%99s-off-line-amnesty-offer.html	457
vanguardngr_columns_abia-a-foundation-21-years-later.html	458
vanguardngr_columns_abia-and-non-indigene-workers.html	459
vanguardngr_columns_abia-guber-zoning-controversies.html	460
vanguardngr_columns_abia-happy-ending-bitter-saga.html	461
vanguardngr_columns_abia-is-free-at-last.html	462
vanguardngr_columns_abia-masquerades-political-drama.html	463
vanguardngr_columns_abia-sacked-workers-recall.html	464
vanguardngr_columns_abia-t-a-must-get-tough.html	465
vanguardngr_columns_abia-three-governors-and-still-counting.html	466
vanguardngr_columns_abias-pathetic-election-conundrum.html	467
